severity,category,file,line,id,type,message,snippet,suggestion
"medium","answer_pattern_risk","src/lib/data.ts","15705","p4-egw-m4-11","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To legally bind the applicant to honesty, ensuring they understand that giving false names, forged birth dates, or fake certificates is unlawful and can lead to immediate cancellation of admission","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","16080","p5-st2-5","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","A Proper Subset contains some or zero elements of the parent set but is strictly not equal to the parent set itself","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","20624","p5-gm3-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","All three sides have completely different lengths, and all three interior angles have completely different sizes","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","21123","p5-dm1-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","It makes data visually engaging and easy to compare at a glance by using pictorial symbols and a clear key","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","21276","p5-dm2-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The frequency (number of items or score) of that particular category as read from the vertical axis scale","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","23387","p5-pf1-11","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To celebrate their cultural initiation of young boys into manhood and courage, uniting all Bamasaba clans across the fertile mountain slopes","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","23623","p5-pf2-11","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","the river is disrupted by violent rapids, waterfalls (like Murchison Falls and Karuma Falls), and narrow rocky gorges that would capsize or destroy boats","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","24395","p5-cv3-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Plant life (trees, grasses, shrubs, and swamps) that grows spontaneously and naturally in an area without direct human planting, cultivation, or irrigation","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","25065","p5-ph2-11","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The Luo intermarried with local Bantu societies and established the Babito dynasty over the Bunyoro-Kitara Empire (under Isingoma Rukidi Mpuga)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","25430","p5-fi1-5","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The Kanzu (long white male tunic) and the Gomesi (or Busuti - colorful floor-length female dress with peaked shoulder sleeves and a wide sash)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","26421","p5-in1-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Kabaka Edward Mutesa II fiercely opposed British proposals to unite Uganda into an East African Federation with white-settler dominated Kenya","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","26637","p5-in2-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","They symbolize the traditional culture, royal communication, and willingness of all Ugandan citizens to defend their country's sovereignty against enemies","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","26980","p5-in3-12","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The right to life, personal liberty, freedom of speech and expression, freedom of worship/religion, protection from torture or cruel/degrading treatment","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","27338","p5-pf2-5_alt","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","At Kilembe Mines (situated in Kasese District right at the base of Mount Rwenzori inside the Albertine Rift Valley)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","27681","p5-er3-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","URA assesses and collects all national taxes (Direct taxes like PAYE income tax and Corporation tax","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","28460","p5-pb1-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Domesticated birds kept by human beings for meat, eggs, feathers, and manure (such as chickens, ducks, turkeys, pigeons, geese, and guinea fowls)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","29261","p5-pb4-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","It is a dark, sticky, resinous substance collected by worker bees from tree bark buds and sap (especially from pine/conifer and propolis-rich trees)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","31410","p5-dg3-5","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","proteins provide the structural building blocks required to grow new cells, repair worn-out or damaged tissues, and manufacture vital body chemicals","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","31816","p5-ss1-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","By Weathering (the gradual breaking down and crumbling of rocks by physical agents like temperature expansion/contraction, wind, and frost","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","32726","p5-mh1-11","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","at high mountain altitudes (Kabale/Rwenzori), the atmospheric air pressure pressing down on the water surface is significantly LOWER than at sea level","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","33083","p5-mh3-5","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The thermal heat energy from the Sun traveling across 150 million kilometres of empty space (vacuum) to warm the Earth","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","33198","p5-mh3-11","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","radiant heat energy (Radiation) travels strictly in straight lines from the fire source; your front body absorbs the direct infrared radiation","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","34043","p5-ms1-5-copy2","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The Earth would quickly be buried under mountains of dead tree leaves, fallen branches, human sewage, and animal carcasses","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","34204","p5-ms2-1-copy2","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","all Fungi completely LACK the green pigment Chlorophyll, meaning they cannot perform Photosynthesis to manufacture their own food (glucose)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","34394","p5-ms2-11-copy2","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","storage molds and fungi (specifically Aspergillus flavus) require high moisture (>15% water) and warmth to germinate on stored grain","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","36549","p5-gm4-10-copy2","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","When the doer (agent) performing the action is unknown, obvious to everyone, or unimportant compared to the action itself","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","36790","p5-gm5-11","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The higher / the colder (The higher you climb up Mt. Rwenzori, the colder the temperature becomes)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","36853","p5-rc1-1-copy2","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To learn about practical poultry management (layers, ventilation, and disease prevention) directly from an experienced farmer","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","36891","p5-rc1-3-copy2","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Houses that have plenty of windows, wire mesh screens, and air vents allowing clean, fresh air to circulate freely inside while letting stale odors out","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","36928","p5-rc1-5-copy2","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The challenges of water scarcity during the dry season in Karamoja and the resilience of residents relying on government solar boreholes","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","37431","p5-rc3-6-copy2","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Giving human qualities, feelings, habits, or actions (such as dancing, crying, sleeping, or speaking) to non-human animals, plants, or inanimate objects","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","38140","p5-cw3-5","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Discussions, updates, and progress reports on specific action items and resolutions that were agreed upon during the PREVIOUS (past) meeting to check if they have been executed","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","38255","p5-cw3-11","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To legally certify and validate that the written record is a 100% true, accurate, and approved reflection of what was discussed and decided, making the minutes legally binding for future accountability","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","38491","p5-cw4-11","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Suddenly, Akello looked across the compound and gasped in horror; thick, black smoke was billowing aggressively out of Mrs.","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","41036","p6ge2-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","They are always exactly equal in degrees (Alternate interior Z-angles and Corresponding F-angles are equal)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","42174","p6bs3-13","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","as time continues to pass horizontally, the vertical distance from the starting point remains completely unchanged","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","42635","p6lc4-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Soda ash is a mandatory raw material used across East Africa for manufacturing glass bottles, window panes, soap, detergents, and industrial chemicals","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43146","p6po1-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The Highland Nilotes (including the Kalenjin, Nandi, Kipsigis, Marakwet, Pokot, and Sabiny/Sebei)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43166","p6po1-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Iron-smelting technology (forging durable iron hoes, axes, slashing knives, and hunting spears in clay furnaces)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43334","p6po2-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Buganda possessed a centralized, highly disciplined governance hierarchy, fertile soil with reliable rainfall producing abundant matooke food, direct trade with Arab gun merchants","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43423","p6po3-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","1. Launching surprise night raids on unsuspecting interior villages, 2. Instigating inter-tribal wars by supplying guns to rival chiefdoms on condition that prisoners of war (captives) be handed over as","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43462","p6po3-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Introduction of the Islamic religion and Qur'anic literacy, birth of the Swahili language and stone architecture, introduction of new crops","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43513","p6fr1-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Vasco da Gama (Sailed with 4 ships seeking a direct sea route to the spices of India to bypass Ottoman and Arab land monopolies)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43541","p6fr1-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","John Hanning Speke (He named the waterfall Ripon Falls in honor of Lord Ripon, President of the Royal Geographical Society)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43599","p6fr1-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","They introduced new American food crops, which became staple famine-relief foods across East Africa, alongside enriching the Swahili language with Portuguese loanwords","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43650","p6fr2-2","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The Church Missionary Society (CMS / Anglican Church of England, led by Shergold Smith and Rev. C.T. Wilson)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43796","p6fr3-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Carl Peters (nicknamed 'Mkono wa Damu' / 'The Man with Blood on his Hands' due to his extreme cruelty toward African laborers)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43855","p6fr3-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","constructing a railway through wild, uncharted African bush cost an astronomical 5.5 million British pounds, required importing 32,000 Indian indentured coolie laborers","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43897","p6fr4-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Omukama Chwa II Kabalega (Revered as one of East Africa's greatest patriotic anti-colonial resistance leaders)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43944","p6fr4-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The Acholi warriors retreated into the defensive Guru-Guru caves and fiercely resisted British attempts to forcefully disarm them and impose forced labor/Hut taxes, holding out for months until British","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","43983","p6fr4-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Nyangire (such as James Miti) whom the British had placed to rule over Bunyoro's counties (following Kabalega's defeat), forcing the British to remove the Baganda chiefs and restore native Banyoro leadership","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44034","p6in1-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The patriotic awareness, love for one's country, and collective struggle (political and armed) by Africans to end foreign European colonial rule, eliminate racial discrimination, and attain sovereign","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44061","p6in1-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","young African delegates resolved firmly that Africans would no longer beg for gradual reforms, but would return to their home countries immediately to organize mass political parties and trade unions to","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44082","p6in1-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Ignatius K. Musazi (Revered as the 'Father of Uganda's Trade Unionism and Political Nationalism', buried at Kololo Heroes Corner)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44120","p6in1-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","They educated the masses on their political rights, exposed colonial injustices, criticized corrupt chiefs, and unified public opinion across different chiefdoms in local vernacular languages","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44190","p6in2-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","They merged completely to form the sovereign United Republic of Tanzania (combining the names Tan-ganyika and Zan-zibar into Tan-zan-ia, with Nyerere as President and Karume as Vice President)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44249","p6in2-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","as the supreme military commander of the Mau Mau freedom fighters inside the Aberdare forests, his refusal to surrender and his organized guerrilla raids inspired resistance against colonial rule across","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44318","p6in3-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Sir Edward Mutesa II (The reigning Kabaka of Buganda, with Sir William Wilberforce Nadiope, the Kyabazinga of Busoga, as Vice President)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44455","p6er1-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Horticultural products (specifically cut fresh roses/chrysanthemums, green beans, snow peas, and chillies shipped daily via air cargo to European supermarkets)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44514","p6er1-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Severe recurrent droughts and competition over scarce grazing pasture and valley water dams, combined with cultural bride-price demands and the proliferation of illegal guns","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44584","p6er2-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Mwadui (Williamson Diamond Mine - discovered by Canadian geologist Dr. John Williamson in 1940 inside a massive kimberlite volcanic pipe)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44712","p6er3-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","At Karuma Falls across the Victoria Nile (on the border of Kiryandongo and Oyam districts on the main highway to Gulu and northern Uganda)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44732","p6er3-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To concentrate manufacturing factories into one organized, secure zone equipped with ready infrastructure, making it easy and cheap for local and foreign investors to build factories that create jobs for","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44771","p6er3-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To combine the customs, immigration, and security clearance offices of both neighboring countries under one single roof, cutting border clearance waiting times from three days down to two hours","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44830","p6ea1-2","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Due to perceived economic dominance of Kenya, sharp ideological friction between capitalist Kenya and socialist Tanzania (Ujamaa), and severe political tension after Idi Amin seized power in Uganda in 1971","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","44946","p6ea2-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The Summit of Heads of State (Meets at least once every year to review progress, admit new member nations, and appoint the Secretary-General and judges)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","45074","p6ea3-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The Customs Union (Stage 1 - creating free flow of locally manufactured goods across East African borders without customs taxation)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","45102","p6ea3-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Political Federation (Uniting all 8 partner states under one single sovereign federal government, one Federal Constitution, and one Federal Presidency)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","45122","p6ea3-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","1. Expanded duty-free market of over 300 million consumers for our agricultural exports, 2. Cheaper imported goods due to zero internal tariffs and One-Stop Border Posts (OSBP), 3. Visa-free travel using","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","45161","p6ea3-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To maintain a highly trained, joint regional military and police rapid-deployment force ready to intervene immediately to stop civil wars, neutralize terrorist threats (","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","45212","p6an1-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","They are warm-blooded (homoiothermic), possess hair or fur on their bodies, give birth to live young (viviparous), and female mothers feed their young on milk secreted by mammary glands","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","45240","p6an1-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To firmly grasp, capture, and tear the flesh of live prey (like fish, snakes, and small mammals) during hunting","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","45298","p6an1-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To scratch and rake through dry topsoil and leaf litter to uncover hidden earthworms, beetle grubs, and buried grass seeds","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","45427","p6an2-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","adult frogs perform Cutaneous Respiration, where atmospheric oxygen dissolves into the surface moisture and diffuses right across the thin skin layer into underlying blood capillaries","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","45497","p6an3-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Through tiny breathing pores called Spiracles situated along the sides of the thorax and abdomen","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","45555","p6an3-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The pupa is a non-feeding, non-moving resting stage inside which dramatic internal tissue reorganization (metamorphosis) occurs, transforming the worm-","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","45624","p6an4-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","It pulls its soft head and muscular foot completely inside its hard spiral shell and seals the shell entrance with a hard, waterproof mucus plug (epiphragm) to prevent desiccation (water loss), entering a","Balance option lengths or shorten the correct answer."
